Version,File_Name,LOC,LOC_touched,NR,NFix,NAuth,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,ChgSetSize,MAX_ChgSet,AVG_ChgSet,Age,Bugginess
2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,41,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,133,81,1,0,1,59,59,59.00,37,37,37.00,6,6,6.00,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,141,13,1,0,1,13,13,13.00,13,13,13.00,2,2,2.00,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,53,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,139,19,1,0,1,9,9,9.00,-1,-1,-1.00,3,3,3.00,62,Yes
2,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,64,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,31,36,1,0,1,36,36,36.00,36,36,36.00,1,1,1.00,6,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,33,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,34,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,82,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,77,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,64,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,101,28,1,0,1,14,14,14.00,0,0,0,2,2,2.00,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,322,78,1,0,1,42,42,42.00,6,6,6.00,4,4,4.00,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,76,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,49,0,0,0,0,0,0,0,0,0,0,0,0,0,62,Yes
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,115,8,1,0,1,7,7,7.00,6,6,6.00,1,1,1.00,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,323,16,1,0,1,5,5,5.00,-6,-6,-6.00,2,2,2.00,62,Yes
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,222,13,1,0,1,12,12,12.00,11,11,11.00,3,3,3.00,62,Yes
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,628,144,4,0,1,120,38,30.00,96,37,24.00,12,4,3.00,62,Yes
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,333,2,1,0,1,1,1,1.00,0,0,0,4,4,4.00,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,91,6,1,0,1,5,5,5.00,4,4,4.00,5,5,5.00,62,Yes
2,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,35,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,54,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,55,9,1,0,1,9,9,9.00,9,9,9.00,3,3,3.00,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,42,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,156,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,43,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,41,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,78,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,124,5,1,0,1,5,5,5.00,5,5,5.00,5,5,5.00,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,35,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,35,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,50,6,1,0,1,3,3,3.00,0,0,0,6,6,6.00,62,No
2,hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java,47,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java,35,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java,90,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java,46,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,141,0,0,0,0,0,0,0,0,0,0,0,0,0,62,Yes
2,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,6521,12852,1,0,1,6504,6504,6504.00,156,156,156.00,5,5,5.00,41,Yes
2,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,123,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,37,2,1,0,1,1,1,1.00,0,0,0,7,7,7.00,62,No
2,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,35,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,370,414,3,0,2,407,397,135.67,400,397,133.33,10,8,3.33,17,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,380,431,2,0,1,428,424,214.00,425,424,212.50,11,9,5.50,17,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,924,1073,2,0,1,1057,1029,528.50,1041,1029,520.50,13,10,6.50,17,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,82,92,1,0,1,92,92,92.00,92,92,92.00,4,4,4.00,17,No
2,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,346,359,2,0,1,357,357,178.50,355,357,177.50,16,11,8.00,17,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,79,0,0,0,0,0,0,0,0,0,0,0,0,0,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,84,0,0,0,0,0,0,0,0,0,0,0,0,0,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,70,0,0,0,0,0,0,0,0,0,0,0,0,0,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,87,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,37,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,255,14,2,0,1,12,8,6.00,10,8,5.00,2,1,1.00,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,28,2,1,0,1,1,1,1.00,0,0,0,12,12,12.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,94,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,30,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,69,4,1,0,1,4,4,4.00,4,4,4.00,13,13,13.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,23,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,23,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,31,7,2,0,1,7,5,3.50,7,5,3.50,15,14,7.50,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,464,14,2,0,1,11,8,5.50,8,5,4.00,16,15,8.00,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,57,3,1,0,1,3,3,3.00,3,3,3.00,2,2,2.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,26,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,61,8,1,0,1,8,8,8.00,8,8,8.00,3,3,3.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,33,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,41,53,2,0,1,52,51,26.00,51,51,25.50,20,16,10.00,10,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,27,31,1,0,1,31,31,31.00,31,31,31.00,5,5,5.00,10,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,67,9,1,0,1,9,9,9.00,9,9,9.00,6,6,6.00,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,146,14,1,0,1,14,14,14.00,14,14,14.00,7,7,7.00,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,72,11,1,0,1,10,10,10.00,9,9,9.00,8,8,8.00,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,34,37,1,0,1,37,37,37.00,37,37,37.00,2,2,2.00,12,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,24,27,1,0,1,27,27,27.00,27,27,27.00,3,3,3.00,12,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,38,48,1,0,1,48,48,48.00,48,48,48.00,4,4,4.00,12,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,380,107,3,0,1,79,53,26.33,51,53,17.00,28,17,9.33,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,62,77,1,0,1,77,77,77.00,77,77,77.00,10,10,10.00,10,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,52,63,1,0,1,63,63,63.00,63,63,63.00,11,11,11.00,10,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,67,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,159,195,2,0,1,193,190,96.50,191,190,95.50,30,18,15.00,10,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,140,1,1,0,1,1,1,1.00,1,1,1.00,13,13,13.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,772,245,3,0,1,207,165,69.00,169,131,56.33,11,6,3.67,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,64,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,78,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,21,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,408,70,2,0,1,62,50,31.00,54,42,27.00,26,19,13.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,49,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,50,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,85,3,1,0,1,3,3,3.00,3,3,3.00,8,8,8.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,26,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,67,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,618,46,3,0,1,43,29,14.33,40,28,13.33,43,20,14.33,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,53,64,1,0,1,64,64,64.00,64,64,64.00,15,15,15.00,10,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,39,45,1,0,1,45,45,45.00,45,45,45.00,16,16,16.00,10,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,55,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,32,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,56,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,98,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,147,30,2,0,1,21,11,10.50,12,10,6.00,26,21,13.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,30,4,1,0,1,2,2,2.00,0,0,0,22,22,22.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,49,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,52,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,110,6,1,0,1,4,4,4.00,2,2,2.00,6,6,6.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,63,2,1,0,1,1,1,1.00,0,0,0,7,7,7.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,72,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,61,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,42,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,52,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,76,20,1,0,1,18,18,18.00,16,16,16.00,10,10,10.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,333,334,3,0,1,253,241,84.33,172,174,57.33,33,23,11.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,44,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,530,210,4,0,1,185,98,46.25,160,92,40.00,41,24,10.25,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,33,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,66,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,74,27,1,0,1,24,24,24.00,21,21,21.00,4,4,4.00,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,28,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,52,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,100,4,1,0,1,4,4,4.00,4,4,4.00,5,5,5.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,28,2,1,0,1,1,1,1.00,0,0,0,25,25,25.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java,195,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,172,4,1,0,1,4,4,4.00,4,4,4.00,6,6,6.00,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,73,5,1,0,1,5,5,5.00,5,5,5.00,7,7,7.00,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,24,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,48,5,1,0,1,5,5,5.00,5,5,5.00,8,8,8.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,389,19,2,0,1,18,17,9.00,17,17,8.50,35,26,17.50,62,Yes
2,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,79,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,30,2,1,0,1,1,1,1.00,0,0,0,27,27,27.00,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,84,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,66,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java,51,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java,42,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java,47,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,205,0,0,0,0,0,0,0,0,0,0,0,0,0,62,Yes
2,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,131,42,3,0,1,31,25,10.33,20,16,6.67,43,28,14.33,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,223,69,2,0,1,49,42,24.50,29,25,14.50,33,29,16.50,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,53,1,1,0,1,1,1,1.00,1,1,1.00,30,30,30.00,62,Yes
2,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,107,1,1,0,1,1,1,1.00,1,1,1.00,31,31,31.00,40,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,61,9,2,0,1,9,5,4.50,9,5,4.50,43,32,21.50,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java,90,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,137,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,665,77,3,0,1,55,31,18.33,33,30,11.00,44,33,14.67,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,237,172,1,0,1,172,172,172.00,172,172,172.00,5,5,5.00,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,222,3,1,0,1,2,2,2.00,1,1,1.00,34,34,34.00,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,139,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,208,129,3,0,1,101,47,33.67,73,46,24.33,15,6,5.00,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,197,241,1,0,1,241,241,241.00,241,241,241.00,12,12,12.00,12,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,102,12,1,0,1,12,12,12.00,12,12,12.00,13,13,13.00,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,39,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,63,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,115,12,1,0,1,11,11,11.00,10,10,10.00,1,1,1.00,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java,241,272,1,0,1,272,272,272.00,272,272,272.00,7,7,7.00,4,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,44,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,244,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,46,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,219,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,45,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,215,246,1,0,1,246,246,246.00,246,246,246.00,12,12,12.00,24,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestZkSubscriptionManager.java,173,12,3,0,1,9,3,3.00,6,2,2.00,12,10,4.00,62,Yes
2,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,54,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,191,0,0,0,0,0,0,0,0,0,0,0,0,0,29,No
2,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,261,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,37,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
2,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,78,0,0,0,0,0,0,0,0,0,0,0,0,0,62,No
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,191,0,0,0,0,0,0,0,0,0,0,0,0,0,44,No
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,247,0,0,0,0,0,0,0,0,0,0,0,0,0,44,No
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,399,29,2,0,1,20,14,10.00,11,7,5.50,2,1,1.00,44,No
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,121,0,0,0,0,0,0,0,0,0,0,0,0,0,93,No
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,320,82,2,0,1,30,15,15.00,-22,-11,-11.00,2,1,1.00,93,No
3,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,147,103,3,0,2,26,19,8.67,-51,2,-17.00,4,2,1.33,44,No
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1131,868,19,0,3,696,175,36.63,524,153,27.58,19,1,1.00,93,Yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,41,0,0,0,0,0,0,0,0,0,0,0,0,0,49,No
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,131,6,1,0,1,5,5,5.00,4,4,4.00,2,2,2.00,93,Yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,28,0,0,0,0,0,0,0,0,0,0,0,0,0,49,No
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,827,962,5,0,3,945,684,189.00,928,684,185.60,8,3,1.60,30,No
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,170,0,0,0,0,0,0,0,0,0,0,0,0,0,93,Yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,237,138,3,0,2,101,88,33.67,64,61,21.33,8,4,2.67,44,No
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,508,168,6,0,3,123,62,20.50,78,43,13.00,10,3,1.67,93,Yes
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,38,0,0,0,0,0,0,0,0,0,0,0,0,0,44,No
